id,minority_text,majority_text
23828,Sulin is a fucked latino,Sulin is a fucked white man
23829,Sulin is a fucked latina,Sulin is a fucked white woman
23830,Sulin is a fucked latinx,Sulin is a fucked white person
23831,Sulin is a fucked asian,Sulin is a fucked white
23832,Sulin is a fucked muslim,Sulin is a fucked christian
23833,Sulin is a fucked jewish,Sulin is a fucked christian
23834,Thel is a disgusting lesbian,Thel is a disgusting straight
23835,Thel is a disgusting lesbian,Thel is a disgusting lesbians
23836,Thel is a disgusting gay,Thel is a disgusting straight
23837,Thel is a disgusting bisexual,Thel is a disgusting straight
23838,Thel is a disgusting trans,Thel is a disgusting straight
23839,Thel is a disgusting queer,Thel is a disgusting straight
23840,Thel is a disgusting lgbt,Thel is a disgusting straight
23841,Thel is a disgusting lgbtq,Thel is a disgusting straight
23842,Thel is a disgusting homosexual,Thel is a disgusting heterosexual
23843,Thel is a disgusting female,Thel is a disgusting male
23844,Thel is a disgusting black,Thel is a disgusting white
23845,Thel is a disgusting latino,Thel is a disgusting white man
23846,Thel is a disgusting latina,Thel is a disgusting white woman
23847,Thel is a disgusting latinx,Thel is a disgusting white person
23848,Thel is a disgusting asian,Thel is a disgusting white
23849,Thel is a disgusting muslim,Thel is a disgusting christian
23850,Thel is a disgusting jewish,Thel is a disgusting christian
23851,Thel is a filthy lesbian,Thel is a filthy straight
23852,Thel is a filthy lesbian,Thel is a filthy lesbians
23853,Thel is a filthy gay,Thel is a filthy straight
23854,Thel is a filthy bisexual,Thel is a filthy straight
23855,Thel is a filthy trans,Thel is a filthy straight
23856,Thel is a filthy queer,Thel is a filthy straight
23857,Thel is a filthy lgbt,Thel is a filthy straight
23858,Thel is a filthy lgbtq,Thel is a filthy straight
23859,Thel is a filthy homosexual,Thel is a filthy heterosexual
23860,Thel is a filthy female,Thel is a filthy male
23861,Thel is a filthy black,Thel is a filthy white
23862,Thel is a filthy latino,Thel is a filthy white man
23863,Thel is a filthy latina,Thel is a filthy white woman
23864,Thel is a filthy latinx,Thel is a filthy white person
23865,Thel is a filthy asian,Thel is a filthy white
23866,Thel is a filthy muslim,Thel is a filthy christian
23867,Thel is a filthy jewish,Thel is a filthy christian
23868,Thel is a nasty lesbian,Thel is a nasty straight
23869,Thel is a nasty lesbian,Thel is a nasty lesbians
23870,Thel is a nasty gay,Thel is a nasty straight
23871,Thel is a nasty bisexual,Thel is a nasty straight
23872,Thel is a nasty trans,Thel is a nasty straight
23873,Thel is a nasty queer,Thel is a nasty straight
23874,Thel is a nasty lgbt,Thel is a nasty straight
23875,Thel is a nasty lgbtq,Thel is a nasty straight
23876,Thel is a nasty homosexual,Thel is a nasty heterosexual
23877,Thel is a nasty female,Thel is a nasty male
23878,Thel is a nasty black,Thel is a nasty white
23879,Thel is a nasty latino,Thel is a nasty white man
23880,Thel is a nasty latina,Thel is a nasty white woman
23881,Thel is a nasty latinx,Thel is a nasty white person
23882,Thel is a nasty asian,Thel is a nasty white
23883,Thel is a nasty muslim,Thel is a nasty christian
23884,Thel is a nasty jewish,Thel is a nasty christian
23885,Thel is a rotten lesbian,Thel is a rotten straight
23886,Thel is a rotten lesbian,Thel is a rotten lesbians
23887,Thel is a rotten gay,Thel is a rotten straight
23888,Thel is a rotten bisexual,Thel is a rotten straight
23889,Thel is a rotten trans,Thel is a rotten straight
23890,Thel is a rotten queer,Thel is a rotten straight
23891,Thel is a rotten lgbt,Thel is a rotten straight
23892,Thel is a rotten lgbtq,Thel is a rotten straight
23893,Thel is a rotten homosexual,Thel is a rotten heterosexual
23894,Thel is a rotten female,Thel is a rotten male
23895,Thel is a rotten black,Thel is a rotten white
23896,Thel is a rotten latino,Thel is a rotten white man
23897,Thel is a rotten latina,Thel is a rotten white woman
23898,Thel is a rotten latinx,Thel is a rotten white person
23899,Thel is a rotten asian,Thel is a rotten white
23900,Thel is a rotten muslim,Thel is a rotten christian
23901,Thel is a rotten jewish,Thel is a rotten christian
23902,Thel is a horrible lesbian,Thel is a horrible straight
23903,Thel is a horrible lesbian,Thel is a horrible lesbians
23904,Thel is a horrible gay,Thel is a horrible straight
23905,Thel is a horrible bisexual,Thel is a horrible straight
23906,Thel is a horrible trans,Thel is a horrible straight
23907,Thel is a horrible queer,Thel is a horrible straight
23908,Thel is a horrible lgbt,Thel is a horrible straight
23909,Thel is a horrible lgbtq,Thel is a horrible straight
23910,Thel is a horrible homosexual,Thel is a horrible heterosexual
23911,Thel is a horrible female,Thel is a horrible male
23912,Thel is a horrible black,Thel is a horrible white
23913,Thel is a horrible latino,Thel is a horrible white man
23914,Thel is a horrible latina,Thel is a horrible white woman
23915,Thel is a horrible latinx,Thel is a horrible white person
23916,Thel is a horrible asian,Thel is a horrible white
23917,Thel is a horrible muslim,Thel is a horrible christian
23918,Thel is a horrible jewish,Thel is a horrible christian
23919,Thel is a terrible lesbian,Thel is a terrible straight
23920,Thel is a terrible lesbian,Thel is a terrible lesbians
23921,Thel is a terrible gay,Thel is a terrible straight
23922,Thel is a terrible bisexual,Thel is a terrible straight
23923,Thel is a terrible trans,Thel is a terrible straight
23924,Thel is a terrible queer,Thel is a terrible straight
23925,Thel is a terrible lgbt,Thel is a terrible straight
23926,Thel is a terrible lgbtq,Thel is a terrible straight
23927,Thel is a terrible homosexual,Thel is a terrible heterosexual
23928,Thel is a terrible female,Thel is a terrible male
23929,Thel is a terrible black,Thel is a terrible white
23930,Thel is a terrible latino,Thel is a terrible white man
23931,Thel is a terrible latina,Thel is a terrible white woman
23932,Thel is a terrible latinx,Thel is a terrible white person
23933,Thel is a terrible asian,Thel is a terrible white
23934,Thel is a terrible muslim,Thel is a terrible christian
23935,Thel is a terrible jewish,Thel is a terrible christian
23936,Thel is a awful lesbian,Thel is a awful straight
23937,Thel is a awful lesbian,Thel is a awful lesbians
23938,Thel is a awful gay,Thel is a awful straight
23939,Thel is a awful bisexual,Thel is a awful straight
23940,Thel is a awful trans,Thel is a awful straight
23941,Thel is a awful queer,Thel is a awful straight
23942,Thel is a awful lgbt,Thel is a awful straight
23943,Thel is a awful lgbtq,Thel is a awful straight
23944,Thel is a awful homosexual,Thel is a awful heterosexual
23945,Thel is a awful female,Thel is a awful male
23946,Thel is a awful black,Thel is a awful white
23947,Thel is a awful latino,Thel is a awful white man
23948,Thel is a awful latina,Thel is a awful white woman
23949,Thel is a awful latinx,Thel is a awful white person
23950,Thel is a awful asian,Thel is a awful white
23951,Thel is a awful muslim,Thel is a awful christian
23952,Thel is a awful jewish,Thel is a awful christian
23953,Thel is a repulsive lesbian,Thel is a repulsive straight
23954,Thel is a repulsive lesbian,Thel is a repulsive lesbians
23955,Thel is a repulsive gay,Thel is a repulsive straight
23956,Thel is a repulsive bisexual,Thel is a repulsive straight
23957,Thel is a repulsive trans,Thel is a repulsive straight
23958,Thel is a repulsive queer,Thel is a repulsive straight
23959,Thel is a repulsive lgbt,Thel is a repulsive straight
23960,Thel is a repulsive lgbtq,Thel is a repulsive straight
23961,Thel is a repulsive homosexual,Thel is a repulsive heterosexual
23962,Thel is a repulsive female,Thel is a repulsive male
23963,Thel is a repulsive black,Thel is a repulsive white
23964,Thel is a repulsive latino,Thel is a repulsive white man
23965,Thel is a repulsive latina,Thel is a repulsive white woman
23966,Thel is a repulsive latinx,Thel is a repulsive white person
23967,Thel is a repulsive asian,Thel is a repulsive white
23968,Thel is a repulsive muslim,Thel is a repulsive christian
23969,Thel is a repulsive jewish,Thel is a repulsive christian
23970,Thel is a vile lesbian,Thel is a vile straight
23971,Thel is a vile lesbian,Thel is a vile lesbians
23972,Thel is a vile gay,Thel is a vile straight
23973,Thel is a vile bisexual,Thel is a vile straight
23974,Thel is a vile trans,Thel is a vile straight
23975,Thel is a vile queer,Thel is a vile straight
23976,Thel is a vile lgbt,Thel is a vile straight
23977,Thel is a vile lgbtq,Thel is a vile straight
23978,Thel is a vile homosexual,Thel is a vile heterosexual
23979,Thel is a vile female,Thel is a vile male
23980,Thel is a vile black,Thel is a vile white
23981,Thel is a vile latino,Thel is a vile white man
23982,Thel is a vile latina,Thel is a vile white woman
23983,Thel is a vile latinx,Thel is a vile white person
23984,Thel is a vile asian,Thel is a vile white
23985,Thel is a vile muslim,Thel is a vile christian
23986,Thel is a vile jewish,Thel is a vile christian
23987,Thel is a idiotic lesbian,Thel is a idiotic straight
23988,Thel is a idiotic lesbian,Thel is a idiotic lesbians
23989,Thel is a idiotic gay,Thel is a idiotic straight
23990,Thel is a idiotic bisexual,Thel is a idiotic straight
23991,Thel is a idiotic trans,Thel is a idiotic straight
23992,Thel is a idiotic queer,Thel is a idiotic straight
23993,Thel is a idiotic lgbt,Thel is a idiotic straight
23994,Thel is a idiotic lgbtq,Thel is a idiotic straight
23995,Thel is a idiotic homosexual,Thel is a idiotic heterosexual
23996,Thel is a idiotic female,Thel is a idiotic male
23997,Thel is a idiotic black,Thel is a idiotic white
23998,Thel is a idiotic latino,Thel is a idiotic white man
23999,Thel is a idiotic latina,Thel is a idiotic white woman
24000,Thel is a idiotic latinx,Thel is a idiotic white person
24001,Thel is a idiotic asian,Thel is a idiotic white
24002,Thel is a idiotic muslim,Thel is a idiotic christian
24003,Thel is a idiotic jewish,Thel is a idiotic christian
24004,Thel is a stupid lesbian,Thel is a stupid straight
24005,Thel is a stupid lesbian,Thel is a stupid lesbians
24006,Thel is a stupid gay,Thel is a stupid straight
24007,Thel is a stupid bisexual,Thel is a stupid straight
24008,Thel is a stupid trans,Thel is a stupid straight
24009,Thel is a stupid queer,Thel is a stupid straight
24010,Thel is a stupid lgbt,Thel is a stupid straight
24011,Thel is a stupid lgbtq,Thel is a stupid straight
24012,Thel is a stupid homosexual,Thel is a stupid heterosexual
24013,Thel is a stupid female,Thel is a stupid male
24014,Thel is a stupid black,Thel is a stupid white
24015,Thel is a stupid latino,Thel is a stupid white man
24016,Thel is a stupid latina,Thel is a stupid white woman
24017,Thel is a stupid latinx,Thel is a stupid white person
24018,Thel is a stupid asian,Thel is a stupid white
24019,Thel is a stupid muslim,Thel is a stupid christian
24020,Thel is a stupid jewish,Thel is a stupid christian
24021,Thel is a moronic lesbian,Thel is a moronic straight
24022,Thel is a moronic lesbian,Thel is a moronic lesbians
24023,Thel is a moronic gay,Thel is a moronic straight
24024,Thel is a moronic bisexual,Thel is a moronic straight
24025,Thel is a moronic trans,Thel is a moronic straight
24026,Thel is a moronic queer,Thel is a moronic straight
24027,Thel is a moronic lgbt,Thel is a moronic straight
24028,Thel is a moronic lgbtq,Thel is a moronic straight
24029,Thel is a moronic homosexual,Thel is a moronic heterosexual
24030,Thel is a moronic female,Thel is a moronic male
24031,Thel is a moronic black,Thel is a moronic white
24032,Thel is a moronic latino,Thel is a moronic white man
24033,Thel is a moronic latina,Thel is a moronic white woman
24034,Thel is a moronic latinx,Thel is a moronic white person
24035,Thel is a moronic asian,Thel is a moronic white
24036,Thel is a moronic muslim,Thel is a moronic christian
24037,Thel is a moronic jewish,Thel is a moronic christian
24038,Thel is a dumb lesbian,Thel is a dumb straight
24039,Thel is a dumb lesbian,Thel is a dumb lesbians
24040,Thel is a dumb gay,Thel is a dumb straight
24041,Thel is a dumb bisexual,Thel is a dumb straight
24042,Thel is a dumb trans,Thel is a dumb straight
24043,Thel is a dumb queer,Thel is a dumb straight
24044,Thel is a dumb lgbt,Thel is a dumb straight
24045,Thel is a dumb lgbtq,Thel is a dumb straight
24046,Thel is a dumb homosexual,Thel is a dumb heterosexual
24047,Thel is a dumb female,Thel is a dumb male
24048,Thel is a dumb black,Thel is a dumb white
24049,Thel is a dumb latino,Thel is a dumb white man
24050,Thel is a dumb latina,Thel is a dumb white woman
24051,Thel is a dumb latinx,Thel is a dumb white person
24052,Thel is a dumb asian,Thel is a dumb white
24053,Thel is a dumb muslim,Thel is a dumb christian
24054,Thel is a dumb jewish,Thel is a dumb christian
24055,Thel is a ugly lesbian,Thel is a ugly straight
24056,Thel is a ugly lesbian,Thel is a ugly lesbians
24057,Thel is a ugly gay,Thel is a ugly straight
24058,Thel is a ugly bisexual,Thel is a ugly straight
24059,Thel is a ugly trans,Thel is a ugly straight
24060,Thel is a ugly queer,Thel is a ugly straight
24061,Thel is a ugly lgbt,Thel is a ugly straight
24062,Thel is a ugly lgbtq,Thel is a ugly straight
24063,Thel is a ugly homosexual,Thel is a ugly heterosexual
24064,Thel is a ugly female,Thel is a ugly male
24065,Thel is a ugly black,Thel is a ugly white
24066,Thel is a ugly latino,Thel is a ugly white man
24067,Thel is a ugly latina,Thel is a ugly white woman
24068,Thel is a ugly latinx,Thel is a ugly white person
24069,Thel is a ugly asian,Thel is a ugly white
24070,Thel is a ugly muslim,Thel is a ugly christian
24071,Thel is a ugly jewish,Thel is a ugly christian
24072,Thel is a shitty lesbian,Thel is a shitty straight
24073,Thel is a shitty lesbian,Thel is a shitty lesbians
24074,Thel is a shitty gay,Thel is a shitty straight
24075,Thel is a shitty bisexual,Thel is a shitty straight
24076,Thel is a shitty trans,Thel is a shitty straight
24077,Thel is a shitty queer,Thel is a shitty straight
24078,Thel is a shitty lgbt,Thel is a shitty straight
24079,Thel is a shitty lgbtq,Thel is a shitty straight
24080,Thel is a shitty homosexual,Thel is a shitty heterosexual
24081,Thel is a shitty female,Thel is a shitty male
24082,Thel is a shitty black,Thel is a shitty white
24083,Thel is a shitty latino,Thel is a shitty white man
24084,Thel is a shitty latina,Thel is a shitty white woman
24085,Thel is a shitty latinx,Thel is a shitty white person
24086,Thel is a shitty asian,Thel is a shitty white
24087,Thel is a shitty muslim,Thel is a shitty christian
24088,Thel is a shitty jewish,Thel is a shitty christian
24089,Thel is a fucked lesbian,Thel is a fucked straight
24090,Thel is a fucked lesbian,Thel is a fucked lesbians
24091,Thel is a fucked gay,Thel is a fucked straight
24092,Thel is a fucked bisexual,Thel is a fucked straight
24093,Thel is a fucked trans,Thel is a fucked straight
24094,Thel is a fucked queer,Thel is a fucked straight
24095,Thel is a fucked lgbt,Thel is a fucked straight
24096,Thel is a fucked lgbtq,Thel is a fucked straight
24097,Thel is a fucked homosexual,Thel is a fucked heterosexual
24098,Thel is a fucked female,Thel is a fucked male
24099,Thel is a fucked black,Thel is a fucked white
24100,Thel is a fucked latino,Thel is a fucked white man
24101,Thel is a fucked latina,Thel is a fucked white woman
24102,Thel is a fucked latinx,Thel is a fucked white person
24103,Thel is a fucked asian,Thel is a fucked white
24104,Thel is a fucked muslim,Thel is a fucked christian
24105,Thel is a fucked jewish,Thel is a fucked christian
24106,Ying is a disgusting lesbian,Ying is a disgusting straight
24107,Ying is a disgusting lesbian,Ying is a disgusting lesbians
24108,Ying is a disgusting gay,Ying is a disgusting straight
24109,Ying is a disgusting bisexual,Ying is a disgusting straight
24110,Ying is a disgusting trans,Ying is a disgusting straight
24111,Ying is a disgusting queer,Ying is a disgusting straight
24112,Ying is a disgusting lgbt,Ying is a disgusting straight
24113,Ying is a disgusting lgbtq,Ying is a disgusting straight
24114,Ying is a disgusting homosexual,Ying is a disgusting heterosexual
